Contact Name,Company_name,Contact_id,Local Salutation,Region,Country
Galloway Bruno,CitiGroup Global Markets Inc.,00v2000000GenXhAAJ,Dear Galloway Bruno,EMEA,Italy
Galvin Cannon,CitiGroup Global Markets Inc.,00v2000000G47f6AAB,Dear Galvin Cannon,EMEA,Italy
Galvin Case,Citizens Financial,00v2000000G5HDwAAN,Dear Galvin Case,EMEA,Italy
Galvin Chavez,Citizens Financial,00v2000000GfAwHAAV,Dear Galvin Chavez,EMEA,Italy
Galvin Farley,Citizens Financial,00v2000000G5gRHAAZ,Dear Galvin Farley,EMEA,Italy
Galvin Jackson,Conseco,00v2000000G5gRPAAZ,Dear Galvin Jackson,EMEA,Italy
Galvin Mayo,Conseco,00v2000000Ksb2mAAB,Dear Galvin Mayo,EMEA,Italy
Galvin Mercer,Conseco,00v2000000H34e0AAB,Dear Galvin Mercer,EMEA,Italy
Galvin Perkins,CountryWide Financial Corporation,00v2000000H477gAAB,Dear Galvin Perkins,EMEA,Italy
Galvin Walters,CountryWide Financial Corporation,00v2000000HPUqCAAX,Dear Galvin Walters,EMEA,Italy
Gannon Cameron,CountryWide Financial Corporation,00v2000000HPimBAAT,Dear Gannon Cameron,EMEA,Italy
Gannon Diaz,Deloitte & Touche,00v2000000HQY9LAAX,Dear Gannon Diaz,EMEA,Italy
Gannon Logan,Deloitte & Touche,00v2000000JAtDwAAL,Dear Gannon Logan,EMEA,Italy
Garcia Becker,Deloitte & Touche,00v2000000HR7X7AAL,Dear Garcia Becker,EMEA,Italy
Garcia Farmer,Deloitte Touche Tohmatsu,00v2000000HRqsgAAD,Dear Garcia Farmer,EMEA,Italy
Garcia Kasper,Deloitte Touche Tohmatsu,00v2000000HSM9nAAH,Dear Garcia Kasper,EMEA,Italy
Gardner Reece,Deloitte Touche Tohmatsu,00v2000000HS7usAAD,Dear Gardner Reece,EMEA,Italy
Gareth Brennan,Deutsche Bank,00v2000000HSjyZAAT,Dear Gareth Brennan,EMEA,Italy
Gareth Gregory,Deutsche Bank,00v2000000HSxgyAAD,Dear Gareth Gregory,EMEA,Italy
Gareth Kline,Deutsche Bank,00v2000000HSyLvAAL,Dear Gareth Kline,EMEA,Italy
Gareth Malone,Deutsche Bank AG,00v2000000I1opfAAB,Dear Gareth Malone,EMEA,Italy
Gareth Stafford,Deutsche Bank AG,00v2000000I1q5EAAR,Dear Gareth Stafford,EMEA,Italy
Garner Rooney,Deutsche Bank AG,00v2000000I1qiLAAR,Dear Garner Rooney,EMEA,Italy
Garrett Jackson,Diebold Inc.,00v2000000I25H7AAJ,Dear Garrett Jackson,EMEA,Italy
Garrison Mckinney,Diebold Inc.,00v2000000I2AufAAF,Dear Garrison Mckinney,EMEA,Italy
Garrison Salinas,Diebold Inc.,00v2000000I1O0xAAF,Dear Garrison Salinas,EMEA,Italy
Garrison Waters,Dow Jones & Company Inc.,00v2000000I1cxKAAR,Dear Garrison Waters,EMEA,Italy
Garth Charles,Dow Jones & Company Inc.,00v2000000I32bPAAR,Dear Garth Charles,EMEA,Italy
Garth Lott,Dow Jones & Company Inc.,00v2000000I34bAAAR,Dear Garth Lott,EMEA,Italy
Garth Phelps,E*Trade,00v2000000I42MnAAJ,Dear Garth Phelps,EMEA,Italy
Garth Stein,E*Trade,00v2000000I4asvAAB,Dear Garth Stein,EMEA,Italy
Gary Cash,E*Trade,00v2000000I4b2gAAB,Dear Gary Cash,EMEA,Italy
Gary Frye,Equifax,00v2000000JAbC6AAL,Dear Gary Frye,EMEA,Italy
Gary Gonzales,Equifax,00v2000000JBlpvAAD,Dear Gary Gonzales,EMEA,Italy
Gary Harmon,Equifax,00v2000000JByf4AAD,Dear Gary Harmon,EMEA,Italy
Gary Padilla,Ernst & Young LLP,00v2000000KXwizAAD,Dear Gary Padilla,EMEA,Italy
Garza Martin,Ernst & Young LLP,00v2000000JEZRZAA5,Dear Garza Martin,EMEA,Italy
Garza Russell,Ernst & Young LLP,00v2000000JEZhmAAH,Dear Garza Russell,EMEA,Italy
Gavin Allison,Fannie Mae,00v2000000JZsE9AAL,Dear Gavin Allison,EMEA,Italy
Gavin Chapman,Fannie Mae,00v2000000JaIiBAAV,Dear Gavin Chapman,EMEA,Italy
Gavin Hawkins,Fannie Mae,00v2000000JaKuMAAV,Dear Gavin Hawkins,EMEA,Italy
Gavin Hicks,Fifth Third Bancorp,00v2000000JaKbLAAV,Dear Gavin Hicks,EMEA,Italy
Gavin Robles,Fifth Third Bancorp,00v2000000JaNNYAA3,Dear Gavin Robles,EMEA,Italy
Gavin Shannon,Fifth Third Bancorp,00v2000000M6GbkAAF,Dear Gavin Shannon,EMEA,Italy
Gay Frost,First of America Bank,00v2000000IYvhfAAD,Dear Gay Frost,EMEA,Italy
Gay Nolan,First of America Bank,00v2000000IZ2U9AAL,Dear Gay Nolan,EMEA,Italy
Gay Phillips,First of America Bank,00v2000000IZN3lAAH,Dear Gay Phillips,EMEA,Italy
Gemma Burton,Freddie Mac,00v2000000IZlzKAAT,Dear Gemma Burton,EMEA,Italy
Genevieve Beard,Freddie Mac,00v2000000IaS8mAAF,Dear Genevieve Beard,EMEA,Italy
Genevieve Gross,Freddie Mac,00v2000000IZxCsAAL,Dear Genevieve Gross,EMEA,Italy
Genevieve Nicholas,Goldman Sachs,00v2000000Iali0AAB,Dear Genevieve Nicholas,EMEA,Italy
Geoffrey Parks,Goldman Sachs,00v2000000Ib9iEAAR,Dear Geoffrey Parks,EMEA,Italy
Geoffrey Sullivan,Goldman Sachs,00v2000000IbLfMAAV,Dear Geoffrey Sullivan,EMEA,Italy
Geoffrey Valencia,H&R Block Inc.,00v2000000IbhMuAAJ,Dear Geoffrey Valencia,EMEA,Italy
Geoffrey Wiley,H&R Block Inc.,00v2000000IcGWHAA3,Dear Geoffrey Wiley,EMEA,Italy
George Allison,H&R Block Inc.,00v2000000JczGfAAJ,Dear George Allison,EMEA,Italy
George Emerson,Hartford Financial Services,00v2000000KH3XYAA1,Dear George Emerson,EMEA,Italy
George Peck,Hartford Financial Services,00v2000000KLvpvAAD,Dear George Peck,EMEA,Italy
Georgia Amery,Hartford Financial Services,00v2000000KMogCAAT,Dear Georgia Amery,EMEA,Italy
Georgia Rowland,HSBC Holding PLC,00v2000000KMEyzAAH,Dear Georgia Rowland,EMEA,Italy
Germane Gonzales,HSBC Holding PLC,00v2000000MiSFTAA3,Dear Germane Gonzales,EMEA,Italy
Germane Larsen,HSBC Holding PLC,00v2000000aFAyVAAW,Dear Germane Larsen,EMEA,Italy
Giacomo Shannon,HSBC USA,00v2000000M52X9AAJ,Dear Giacomo Shannon,EMEA,Italy
Gill Wilder,HSBC USA,00v2000000KNlEsAAL,Dear Gill Wilder,EMEA,Italy
Gilmore Beard,HSBC USA,00v2000000KNx8MAAT,Dear Gilmore Beard,EMEA,Italy
Giselle Dorsey,ING Groep,00v2000000KXc4SAAT,Dear Giselle Dorsey,EMEA,Italy
Giselle Schwartz,ING Groep,00v2000000KXvgmAAD,Dear Giselle Schwartz,EMEA,Italy
Glenn Patton,ING Groep,00v2000000LL0HNAA1,Dear Glenn Patton,EMEA,Italy
Glenna Johns,ING Groep NV,00v2000000LLEVQAA5,Dear Glenna Johns,EMEA,Italy
Gomez Justin,ING Groep NV,00v2000000LNIBCAA5,Dear Gomez Justin,EMEA,Italy
Gomez Mckinney,ING Groep NV,00v2000000LOg4jAAD,Dear Gomez Mckinney,EMEA,Italy
Gonzales Coby,Intuit,00v2000000Lm3C3AAJ,Dear Gonzales Coby,EMEA,Italy
Gonzales Stone,Intuit,00v2000000Lm9H4AAJ,Dear Gonzales Stone,EMEA,Italy
Gonzalez Reese,Intuit,00v2000000KaW5BAAV,Dear Gonzalez Reese,EMEA,Italy
Good Gavin,John Hancock Financial Services,00v2000000Nalx9AAB,Dear Good Gavin,EMEA,Italy
Goodman Nixon,John Hancock Financial Services,00v2000000KZF1JAAX,Dear Goodman Nixon,EMEA,Italy
Goodwin Watkins,John Hancock Financial Services,00v2000000KraObAAJ,Dear Goodwin Watkins,EMEA,Italy
Gordon Barnes,Kemper Insurance,00v2000000KaLKUAA3,Dear Gordon Barnes,EMEA,Italy
Gould Burgess,Kemper Insurance,00v2000000KraCgAAJ,Dear Gould Burgess,EMEA,Italy
Grace Barrera,Kemper Insurance,00v2000000KraBHAAZ,Dear Grace Barrera,EMEA,Italy
Grace Holland,KeyBank National Association,00v2000000Kte2mAAB,Dear Grace Holland,EMEA,Italy
Grady Franco,KeyBank National Association,00v2000000Kte4JAAR,Dear Grady Franco,EMEA,Italy
Grady Garcia,KeyBank National Association,00v2000000KsatgAAB,Dear Grady Garcia,EMEA,Italy
Grady Holland,Legg Mason Inc.,00v2000000KuArfAAF,Dear Grady Holland,EMEA,Italy
Grady Stokes,Legg Mason Inc.,00v2000000KvAsCAAV,Dear Grady Stokes,EMEA,Italy
Graham Potts,Legg Mason Inc.,00v2000000KvNPXAA3,Dear Graham Potts,EMEA,Italy
Graiden Bennett,Liberty Mutual Insurance,00v2000000M54Y0AAJ,Dear Graiden Bennett,EMEA,Italy
Graiden Franks,Liberty Mutual Insurance,00v2000000M5bMAAAZ,Dear Graiden Franks,EMEA,Italy
Graiden Jacobson,Liberty Mutual Insurance,00v2000000M6hvfAAB,Dear Graiden Jacobson,EMEA,Italy
Graiden Short,Massachusetts Mutual Life Insurance Company,00v2000000M8VdAAAV,Dear Graiden Short,EMEA,Italy
Graiden Underwood,Massachusetts Mutual Life Insurance Company,00v2000000MN6QFAA1,Dear Graiden Underwood,EMEA,Italy
Graiden Walsh,Massachusetts Mutual Life Insurance Company,00v2000000MhYeuAAF,Dear Graiden Walsh,EMEA,Italy
Grant Cantrell,MasterCard Inc.,00v2000000MhepiAAB,Dear Grant Cantrell,EMEA,Italy
Grant Fletcher,MasterCard Inc.,00v2000000Mhk8UAAR,Dear Grant Fletcher,EMEA,Italy
Grant Johns,MasterCard Inc.,00v2000000MhwQsAAJ,Dear Grant Johns,EMEA,Italy
Grant Salas,MBNA,00v2000000MihViAAJ,Dear Grant Salas,EMEA,Italy
Gray Collins,MBNA,00v2000000MipIbAAJ,Dear Gray Collins,EMEA,Italy
Gray Emerson,MBNA,00v2000000MiQJXAA3,Dear Gray Emerson,EMEA,Italy
Gray Salas,Mellon Financial,00v2000000MiQfcAAF,Dear Gray Salas,EMEA,Italy
Gray Webb,Mellon Financial,00v2000000MjAdAAAV,Dear Gray Webb,EMEA,Italy
Gregory George,Mellon Financial,00v2000000MjQoyAAF,Dear Gregory George,EMEA,Italy
Gregory Kim,Merrill Lynch & Company Inc.,00v2000000MjcrUAAR,Dear Gregory Kim,EMEA,Italy
Gregory Preston,Merrill Lynch & Company Inc.,00v2000000MjgyCAAR,Dear Gregory Preston,EMEA,Italy
Gregory Weber,Merrill Lynch & Company Inc.,00v2000000MjhqyAAB,Dear Gregory Weber,EMEA,Italy
Gretchen Dante,MetLife,00v2000000NZSviAAH,Dear Gretchen Dante,EMEA,Italy
Gretchen Massey,MetLife,00v2000000NZTCrAAP,Dear Gretchen Massey,EMEA,Italy
Gretchen Mathews,MetLife,00v2000000NZnBZAA1,Dear Gretchen Mathews,EMEA,Italy
Griffin Bowen,Moody’s Corporation,00v2000000NZoiOAAT,Dear Griffin Bowen,EMEA,Italy
Griffin Franks,Moody’s Corporation,00v2000000NclJaAAJ,Dear Griffin Franks,EMEA,Italy
Griffin Sawyer,Moody’s Corporation,00v2000000Nd77uAAB,Dear Griffin Sawyer,EMEA,Italy
Griffith Benjamin,Morgan Stanley,00v2000000Nd8FCAAZ,Dear Griffith Benjamin,EMEA,Italy
Griffith Miranda,Morgan Stanley,00v2000000NdD9DAAV,Dear Griffith Miranda,EMEA,Italy
Griffith Santana,Morgan Stanley,00v2000000OSbC8AAL,Dear Griffith Santana,EMEA,Italy
Griffith Stephen,Mutual of Omaha,00v2000000NdDqBAAV,Dear Griffith Stephen,EMEA,Italy
Griffith Vang,Mutual of Omaha,00v2000000NdE1nAAF,Dear Griffith Vang,EMEA,Italy
Grimes Mcclain,Mutual of Omaha,00v2000000OVj0YAAT,Dear Grimes Mcclain,EMEA,Italy
Grimes Welch,National City Corporation,00v2000000OVu76AAD,Dear Grimes Welch,EMEA,Italy
Guerra Mcdowell,National City Corporation,00v2000000OVwFLAA1,Dear Guerra Mcdowell,EMEA,Italy
Guerrero Levine,National City Corporation,00v2000000OW0kXAAT,Dear Guerrero Levine,EMEA,Italy
Guinevere Leonard,Nationwide Financial Services,00v2000000PL3EpAAL,Dear Guinevere Leonard,EMEA,Italy
Guinevere Wolfe,Nationwide Financial Services,00v2000000PL5aWAAT,Dear Guinevere Wolfe,EMEA,Italy
Guthrie Trevino,Nationwide Financial Services,00v2000000PLrWtAAL,Dear Guthrie Trevino,EMEA,Italy
Guy Lancaster,New York Life Insurance,00v2000000PMSdgAAH,Dear Guy Lancaster,EMEA,Italy
Guzman Munoz,New York Life Insurance,00v2000000PO7gtAAD,Dear Guzman Munoz,EMEA,Italy
Hadassah Shields,New York Life Insurance,00v2000000PMibLAAT,Dear Hadassah Shields,EMEA,Italy
Hadley Berger,Northwestern Mutual,00v2000000QE9p6AAD,Dear Hadley Berger,EMEA,Italy
Hadley Harrell,Northwestern Mutual,00v2000000QEYquAAH,Dear Hadley Harrell,EMEA,Italy
Hahn Keller,Northwestern Mutual,00v2000000PNKkxAAH,Dear Hahn Keller,EMEA,Italy
Hakeem Frye,Norwest Venture Capital Management Inc.,00v2000000PMjKtAAL,Dear Hakeem Frye,EMEA,Italy
Halee Justin,Norwest Venture Capital Management Inc.,00v2000000QEBxrAAH,Dear Halee Justin,EMEA,Italy
Halee Townsend,Norwest Venture Capital Management Inc.,00v2000000QEe9fAAD,Dear Halee Townsend,EMEA,Italy
Haley Kenneth,NYSE – New York Stock Exchange,00v2000000QFQlkAAH,Dear Haley Kenneth,EMEA,Italy
Hall Dean,NYSE – New York Stock Exchange,00v2000000QFZeCAAX,Dear Hall Dean,EMEA,Italy
Hall Kerr,NYSE – New York Stock Exchange,00v2000000QFCVEAA5,Dear Hall Kerr,EMEA,Italy
Hall Martinez,Oppenheimer Holdings,00v2000000QG5q8AAD,Dear Hall Martinez,EMEA,Italy
Hall Mccormick,Oppenheimer Holdings,00v2000000R9vzqAAB,Dear Hall Mccormick,EMEA,Italy
Hall Rocha,Oppenheimer Holdings,00v2000000RBWtfAAH,Dear Hall Rocha,EMEA,Italy
Halla Ramos,Pacific Life Insurance Company,00v2000000RCGpVAAX,Dear Halla Ramos,EMEA,Italy
Hamilton Devin,Pacific Life Insurance Company,00v2000000RCIU6AAP,Dear Hamilton Devin,EMEA,Italy
Hamilton Estes,Pacific Life Insurance Company,00v2000000SK6t1AAD,Dear Hamilton Estes,EMEA,Italy
Hamilton Jerry,Pacific Mutual Holding Company,00v2000000SKDxhAAH,Dear Hamilton Jerry,EMEA,Italy
Hamilton Joyce,Pacific Mutual Holding Company,00v2000000SKEWEAA5,Dear Hamilton Joyce,EMEA,Italy
Hamilton Kline,Pacific Mutual Holding Company,00v2000000SKQYnAAP,Dear Hamilton Kline,EMEA,Italy
Hamish Baldwin,Pioneer Investment Management,00v2000000SJTvPAAX,Dear Hamish Baldwin,EMEA,Italy
Hamish Boyd,Pioneer Investment Management,00v2000000SKz5JAAT,Dear Hamish Boyd,EMEA,Italy
Hamish Sherman,Pioneer Investment Management,00v2000000SKzA1AAL,Dear Hamish Sherman,EMEA,Italy
Hammett Weber,PricewaterhouseCoopers,00v2000000SM9mCAAT,Dear Hammett Weber,EMEA,Italy
Hammond Franks,PricewaterhouseCoopers,00v2000000SMO27AAH,Dear Hammond Franks,EMEA,Italy
Hanae Frost,PricewaterhouseCoopers,00v2000000SMH9FAAX,Dear Hanae Frost,EMEA,Italy
Hanae Gray,Progressive,00v2000000SN6teAAD,Dear Hanae Gray,EMEA,Italy
Hanae Hammond,Progressive,00v2000000SinI0AAJ,Dear Hanae Hammond,EMEA,Italy
Hanae Luna,Progressive,00v2000000SjKC1AAN,Dear Hanae Luna,EMEA,Italy
Hanae Robertson,Providian Financial,00v2000000SjWWoAAN,Dear Hanae Robertson,EMEA,Italy
Hanae Spence,Providian Financial,00v2000000SjbWEAAZ,Dear Hanae Spence,EMEA,Italy
Hanae Steven,Providian Financial,00v2000000SlYOvAAN,Dear Hanae Steven,EMEA,Italy
Hanae Warren,Sallie Mae (SLM Corporation),00v2000000Sm43aAAB,Dear Hanae Warren,EMEA,Italy
Hancock Benton,Sallie Mae (SLM Corporation),00v2000000TKirsAAD,Dear Hancock Benton,EMEA,Italy
Hanna Baird,Sallie Mae (SLM Corporation),00v2000000TLOclAAH,Dear Hanna Baird,EMEA,Italy
Hanna Mcleod,Sovereign Bancorp,00v2000000TKvPaAAL,Dear Hanna Mcleod,EMEA,Italy
Hanson Vazquez,Sovereign Bancorp,00v2000000TL9sFAAT,Dear Hanson Vazquez,EMEA,Italy
Hardin Elton,Sovereign Bancorp,00v2000000TKhx2AAD,Dear Hardin Elton,EMEA,Italy
Harding Barrera,State Farm Mutual Automobile Insurance Company,00v2000000TN4RJAA1,Dear Harding Barrera,EMEA,Italy
Harding Cantrell,State Farm Mutual Automobile Insurance Company,00v2000000I1oy9AAB,Dear Harding Cantrell,EMEA,Italy
Harding Estrada,State Farm Mutual Automobile Insurance Company,00v2000000FD558AAD,Dear Harding Estrada,EMEA,Italy
Harding Mcknight,SunTrust Banks,00v2000000FEYKSAA5,Dear Harding Mcknight,EMEA,Italy
Harmon Cummings,SunTrust Banks,00v2000000FOpowAAD,Dear Harmon Cummings,EMEA,Italy
Harmon Lucian,SunTrust Banks,00v2000000FOyOKAA1,Dear Harmon Lucian,EMEA,Italy
Harmon Rosales,TD AmeriTrade,00v2000000FOzK2AAL,Dear Harmon Rosales,EMEA,Italy
Harper Rios,TD AmeriTrade,00v2000000FQys1AAD,Dear Harper Rios,EMEA,Italy
Harrell Duran,TD AmeriTrade,00v2000000FR4KFAA1,Dear Harrell Duran,EMEA,Italy
Harrington Reuben,The Allstate Corporation,00v2000000FRa8mAAD,Dear Harrington Reuben,EMEA,Italy
Harrison Pratt,The Allstate Corporation,00v2000000ZBr8DAAT,Dear Harrison Pratt,EMEA,Italy
Hart Chavez,The Allstate Corporation,00v2000000Wy1bhAAB,Dear Hart Chavez,EMEA,Italy
Hasad Ewing,The Bank of New York Mellon Corporation,00v2000000KrbZpAAJ,Dear Hasad Ewing,EMEA,Italy
Hasad Grimes,The Bank of New York Mellon Corporation,00v2000000IcGqHAAV,Dear Hasad Grimes,EMEA,Italy
Hashim Britt,The Bank of New York Mellon Corporation,00v2000000KXT2aAAH,Dear Hashim Britt,EMEA,Italy
Hashim Cameron,The Charles Schwab Corporation,00v2000000LLFEHAA5,Dear Hashim Cameron,EMEA,Italy
Hashim Hamilton,The Charles Schwab Corporation,00v2000000KNNQFAA5,Dear Hashim Hamilton,EMEA,Italy
Hashim Ross,The Charles Schwab Corporation,00v2000000RB9JmAAL,Dear Hashim Ross,EMEA,Italy
Haviva Elmo,The Equitable,00v2000000LM2yhAAD,Dear Haviva Elmo,EMEA,Italy
Haviva Luke,The Equitable,00v2000000LlrOlAAJ,Dear Haviva Luke,EMEA,Italy
Haviva Osborn,The Equitable,00v2000000LmFAdAAN,Dear Haviva Osborn,EMEA,Italy
Haviva Sweeney,The Guardian Life Insurance Company of America,00v2000000MMgphAAD,Dear Haviva Sweeney,EMEA,Italy
Hawkins Salinas,The Guardian Life Insurance Company of America,00v2000000KZsyJAAT,Dear Hawkins Salinas,EMEA,Italy
Hayden Cannon,The Guardian Life Insurance Company of America,00v2000000KaWEnAAN,Dear Hayden Cannon,EMEA,Italy
Hayley Benjamin,The Travelers Companies Inc.,00v2000000fGnn3AAC,Dear Hayley Benjamin,EMEA,Italy
Hayley Henry,The Travelers Companies Inc.,00v2000000PMlbkAAD,Dear Hayley Henry,EMEA,Italy
Hayley Hoffman,The Travelers Companies Inc.,00v2000000OVsgBAAT,Dear Hayley Hoffman,EMEA,Italy
Hays Harmon,Transamerica Corporation,00v2000000SMA9TAAX,Dear Hays Harmon,EMEA,Italy
Heath Valencia,Transamerica Corporation,00v2000000POMZIAA5,Dear Heath Valencia,EMEA,Italy
Hector Brewer,Transamerica Corporation,00v2000000PONx5AAH,Dear Hector Brewer,EMEA,Italy
Hedda Morrow,U.S. Bancorp,00v2000000QE9rQAAT,Dear Hedda Morrow,EMEA,Italy
Hedley Aguilar,U.S. Bancorp,00v2000000QH879AAD,Dear Hedley Aguilar,EMEA,Italy
Hedley Bishop,U.S. Bancorp,00v2000000QGv05AAD,Dear Hedley Bishop,EMEA,Italy
Hedley Castro,UBS,00v2000000RAUrDAAX,Dear Hedley Castro,EMEA,Italy
Hedley Daugherty,UBS,00v2000000RDU7xAAH,Dear Hedley Daugherty,EMEA,Italy
Hedley Hamilton,UBS,00v2000000SJUsSAAX,Dear Hedley Hamilton,EMEA,Italy
Hedy Saunders,Visa Inc.,00v2000000SlCyBAAV,Dear Hedy Saunders,EMEA,Italy
Heidi Coleman,Visa Inc.,00v2000000OUkIxAAL,Dear Heidi Coleman,EMEA,Italy
Heidi Moore,Visa Inc.,00v2000000f8exsAAA,Dear Heidi Moore,EMEA,Italy
Henderson Cote,Washington Mutual,00v2000000U2H5jAAF,Dear Henderson Cote,EMEA,Italy
Hendricks Herman,Washington Mutual,00v2000000ViLKgAAN,Dear Hendricks Herman,EMEA,Italy
Henry Cantu,Washington Mutual,00v2000000bG0stAAC,Dear Henry Cantu,EMEA,Italy
Henry Fleming,Wells Fargo & Company,00v2000000d2Ka5AAE,Dear Henry Fleming,EMEA,Italy
Henry Guthrie,Wells Fargo & Company,00v2000000fkYS3AAM,Dear Henry Guthrie,EMEA,Italy
Henry Whitney,Wells Fargo & Company,00v2000000f1XTCAA2,Dear Henry Whitney,EMEA,Italy
Hensley Nolan,American Express Company,00v2000000FPGhmAAH,Dear Hensley Nolan,EMEA,Italy
Henson Hill,American Express Company,00v2000000FPanUAAT,Dear Henson Hill,EMEA,Italy
Herman Brewer,Bank of America Corporation,00v2000000Ja8t4AAB,Dear Herman Brewer,EMEA,Italy
Herman Elliott,Bank of America Corporation,00v2000000FPaGyAAL,Dear Herman Elliott,EMEA,Italy
Herman Nolan,Bank of America Corporation,00v2000000I4GG9AAN,Dear Herman Nolan,EMEA,Italy
Herrera Cameron,Bank One Corporation,00v2000000G4ArYAAV,Dear Herrera Cameron,EMEA,Italy
Herrod Brewer,Bank One Corporation,00v2000000M71vnAAB,Dear Herrod Brewer,EMEA,Italy
Herrod Callahan,Bank One Corporation,00v2000000VAe6sAAD,Dear Herrod Callahan,EMEA,Italy
Herrod Park,Bear Stearns,00v2000000V9tMyAAJ,Dear Herrod Park,EMEA,Italy
Hester Carter,Bear Stearns,00v2000000KaAb1AAF,Dear Hester Carter,EMEA,Italy
Hickman Stone,Bear Stearns,00v2000000KN01nAAD,Dear Hickman Stone,EMEA,Italy
Hickman Weiss,Bloomberg,00v2000000G69FuAAJ,Dear Hickman Weiss,EMEA,Italy
Higgins Oconnor,Bloomberg,00v2000000FDl1YAAT,Dear Higgins Oconnor,EMEA,Italy
Higgins Palmer,Bloomberg,00v2000000GbnrjAAB,Dear Higgins Palmer,EMEA,Italy
Hilary Barr,Bloomberg LP,00v2000000Fj068AAB,Dear Hilary Barr,EMEA,Italy
Hilary Kane,Bloomberg LP,00v2000000GeEcYAAV,Dear Hilary Kane,EMEA,Italy
Hilel Mcneil,Bloomberg LP,00v2000000Gex5aAAB,Dear Hilel Mcneil,EMEA,Italy
Hilel Munoz,Capital One Financial Corporation,00v2000000G5rtsAAB,Dear Hilel Munoz,EMEA,Italy
Hilel Savage,Capital One Financial Corporation,00v2000000HQcVgAAL,Dear Hilel Savage,EMEA,Italy
Hilel Terry,Capital One Financial Corporation,00v2000000HQgnVAAT,Dear Hilel Terry,EMEA,Italy
Hilel Workman,CIT Group,00v2000000JcJohAAF,Dear Hilel Workman,EMEA,Italy
Hill Sean,CIT Group,00v2000000I1o3nAAB,Dear Hill Sean,EMEA,Italy
Hillary Lester,CIT Group,00v2000000HTcqgAAD,Dear Hillary Lester,EMEA,Italy
Hillary Stewart,Citigroup,00v2000000JC0gUAAT,Dear Hillary Stewart,EMEA,Italy
Hinton Akeem,Citigroup,00v2000000Jb70tAAB,Dear Hinton Akeem,EMEA,Italy
Hinton Fletcher,Citigroup,00v2000000NahKRAAZ,Dear Hinton Fletcher,EMEA,Italy
Hiroko Duffy,CitiGroup Global Markets Inc.,00v2000000JZtXFAA1,Dear Hiroko Duffy,EMEA,Italy
Hiroko Marsh,CitiGroup Global Markets Inc.,00v2000000IZzsYAAT,Dear Hiroko Marsh,EMEA,Italy
Hiroko Velasquez,CitiGroup Global Markets Inc.,00v2000000XxaAkAAJ,Dear Hiroko Velasquez,EMEA,Italy
Hobbs Callahan,Citizens Financial,00vD000000h2sicIAA,Dear Hobbs Callahan,EMEA,Italy
Hoffman Compton,Citizens Financial,00v2000000aFgZEAA0,Dear Hoffman Compton,EMEA,Italy
Hoffman Gavin,Citizens Financial,00v2000000QFGanAAH,Dear Hoffman Gavin,EMEA,Italy
Hoffman Rodriquez,The Equitable,00v2000000Wy2PLAAZ,Dear Hoffman Rodriquez,EMEA,Italy
Hoffman Stark,The Equitable,00v2000000g37r1AAA,Dear Hoffman Stark,EMEA,Italy
Hogan Craig,The Equitable,00v2000000g5wRtAAI,Dear Hogan Craig,EMEA,Italy
Holden Malone,The Guardian Life Insurance Company of America,00v2000000gTMg6AAG,Dear Holden Malone,EMEA,Italy
Holder Hall,The Guardian Life Insurance Company of America,00v2000000MM1EDAA1,Dear Holder Hall,EMEA,Italy
Holland Boris,The Guardian Life Insurance Company of America,00v2000000MMBXeAAP,Dear Holland Boris,EMEA,Italy
Hollee Kane,The Travelers Companies Inc.,00v2000000dyeLrAAI,Dear Hollee Kane,EMEA,Italy
Hollee Rosales,The Travelers Companies Inc.,00v2000000LNghdAAD,Dear Hollee Rosales,EMEA,Italy
Hollee Wolf,The Travelers Companies Inc.,00v2000000aFMywAAG,Dear Hollee Wolf,EMEA,Italy
Holloway Higgins,Independent,00v2000000G5gDDAAZ,Dear Holloway Higgins,EMEA,Italy
Holman Melton,ING Groep,00v2000000FkBo0AAF,Dear Holman Melton,EMEA,Italy
Holmes Burks,Deloitte Touche Tohmatsu,00v2000000KsJdnAAF,Dear Holmes Burks,EMEA,Italy
Holmes Kennedy,HSBC USA,00v2000000GcBVGAA3,Dear Holmes Kennedy,EMEA,Italy
Holmes Little,Deutsche Bank,00v2000000GdOENAA3,Dear Holmes Little,EMEA,Italy
Holmes May,First of America Bank,00v2000000G7NWuAAN,Dear Holmes May,EMEA,Italy
Holmes Moody,Mellon Financial,00v2000000SjY64AAF,Dear Holmes Moody,EMEA,Italy
Holmes Olson,CIT Group,00v2000000U2KemAAF,Dear Holmes Olson,EMEA,Italy
Holt Ball,AIG SunAmerica,00v2000000PL9RHAA1,Dear Holt Ball,EMEA,Italy
Holt Weiss,Deutsche Bank AG,00v2000000feTppAAE,Dear Holt Weiss,EMEA,Italy
Honorato Lloyd,ING Groep NV,00v2000000G5mSqAAJ,Dear Honorato Lloyd,EMEA,Italy
Honorato Shields,CountryWide Financial Corporation,00v2000000MOpazAAD,Dear Honorato Shields,EMEA,Italy
Hood Alvarado,Legg Mason Inc.,00v2000000aGDChAAO,Dear Hood Alvarado,EMEA,Italy
Hope Orr,Fifth Third Bancorp,00v2000000f9vuhAAA,Dear Hope Orr,EMEA,Italy
Hope Weber,Norwest Venture Capital Management Inc.,00v2000000XvnYcAAJ,Dear Hope Weber,EMEA,Italy
